date,min,max,median,q1,q3,stdev,count
2020-11-27T00:00:00.000Z,6.22,47.63,10.26,8.68,13.67,5.853,276
2020-11-28T00:00:00.000Z,5.8,53.38,11.82,8.15,22.7,12.563,173
2020-11-29T00:00:00.000Z,3.6,65,9.52,5.83,21.32,13.295,161
2020-11-30T00:00:00.000Z,4.9,11.73,6.95,6.09,7.62,1.223,140
2020-12-01T00:00:00.000Z,3.63,12.75,7.19,5.3,8.77,1.971,130
2020-12-02T00:00:00.000Z,3.75,37.4,8.41,6.62,16.52,8.545,124
2020-12-03T00:00:00.000Z,6.72,50.72,9.27,8.34,12.53,7.188,133
2020-12-04T00:00:00.000Z,8.3,36.1,13.1,10.35,22.9,7.702,151
2020-12-05T00:00:00.000Z,7.28,27.27,15.69,12.22,19.82,5.576,144
2020-12-06T00:00:00.000Z,4.3,48.65,15.75,6.88,27.4,12.242,207
2020-12-07T00:00:00.000Z,4.84,11,7.68,7.13,8.55,1.231,189
2020-12-08T00:00:00.000Z,4.59,10.13,7.31,6.6,7.8,0.968,182
2020-12-09T00:00:00.000Z,6.32,48.1,9.75,7.98,15.99,9.179,169
2020-12-10T00:00:00.000Z,6.47,79.43,15,11.75,23.13,17.403,119
2020-12-11T00:00:00.000Z,7.68,63,16.25,13.55,21.78,11.155,188
2020-12-12T00:00:00.000Z,4.88,82.47,23.28,13.95,30.3,13.919,202
2020-12-13T00:00:00.000Z,6.3,81.06,24.13,12.77,33.97,18.188,202
2020-12-14T00:00:00.000Z,2.75,9.88,4.82,3.88,6.3,1.915,174
2020-12-15T00:00:00.000Z,3.4,17.63,6.68,5.42,7.69,2.642,185
2020-12-16T00:00:00.000Z,3.05,12.15,8.18,5.8,9.24,2.317,152
2020-12-17T00:00:00.000Z,4.5,97.75,11,8.25,31.67,22.99,175
2020-12-18T00:00:00.000Z,4.09,25.73,8.07,6.43,13.16,5.885,185
2020-12-19T00:00:00.000Z,4.2,98.13,12.98,8.94,27.08,24.103,191
2020-12-20T00:00:00.000Z,4.55,52.92,7.35,5.62,11.37,9.295,189
2020-12-21T00:00:00.000Z,3.78,109.25,8.4,5.93,17.07,19.215,182
2020-12-22T00:00:00.000Z,3.45,224.98,9.25,7,23.48,44.712,193
2020-12-23T00:00:00.000Z,7.32,21.48,10.4,9.07,13.04,3.061,292
2020-12-24T00:00:00.000Z,1.6,18.2,3.9,2.86,5.99,4.535,280
2020-12-25T00:00:00.000Z,2.5,5.8,3.95,3.38,4.5,0.699,307
2020-12-26T00:00:00.000Z,3.13,46.95,11.3,6.11,16.57,11.359,289
2020-12-27T00:00:00.000Z,10.57,37.72,19.77,15.38,26.59,6.803,300
2020-12-28T00:00:00.000Z,4.18,36.9,14.32,11.8,23.33,8.702,291
2020-12-29T00:00:00.000Z,6.35,72.03,19.13,13.25,33.1,14.517,279
2020-12-30T00:00:00.000Z,5.2,40.53,11.78,9.74,13.88,6.883,292
2020-12-31T00:00:00.000Z,6.35,36.42,10.16,7.53,17.64,6.687,310
2021-01-01T00:00:00.000Z,4.3,62.22,8.11,7.2,19.73,14.312,282
2021-01-02T00:00:00.000Z,3.83,26.55,11.3,8.16,15.18,5.038,265
2021-01-03T00:00:00.000Z,4.05,12.68,6.78,6,7.45,1.445,249
2021-01-04T00:00:00.000Z,5.82,108.28,13.1,8.57,33.15,23.062,238
